Time,title,steamAppID,storeID,price,retailprice,savings,storeName
2025-02-10,NieR: Automata,524220,1,39.99,39.99,0.000000,Steam
2025-02-10,NieR Replicant ver.1.22474487139...,1113560,1,59.99,59.99,0.000000,Steam
2025-02-10,Persona 5 Royal,1687950,1,59.99,59.99,0.000000,Steam
2025-02-10,Persona 3 Reload,2161700,1,69.99,69.99,0.000000,Steam
2025-02-10,Persona 4 Golden,1113000,1,19.99,19.99,0.000000,Steam
2025-02-10,The Elder Scrolls V: Skyrim Special Edition,489830,1,39.99,39.99,0.000000,Steam
2025-02-10,FINAL FANTASY X/X-2 HD Remaster,359870,1,29.99,29.99,0.000000,Steam
2025-02-10,Metaphor: ReFantazio,2679460,1,69.99,69.99,0.000000,Steam
2025-02-10,MONSTER HUNTER RISE,1446780,1,39.99,39.99,0.000000,Steam
2025-02-10,MONSTER HUNTER: WORLD,582010,1,29.99,29.99,0.000000,Steam
2025-02-10,NieR Replicant ver.1.22474487139...,1113560,3,24.00,59.99,59.993332,GreenManGaming
2025-02-10,Persona 5 Royal,1687950,3,59.99,59.99,0.000000,GreenManGaming
2025-02-10,Persona 3 Reload,2161700,3,69.99,69.99,0.000000,GreenManGaming
2025-02-10,Persona 4 Golden,1113000,3,19.99,19.99,0.000000,GreenManGaming
2025-02-10,XCOM 2: War of the Chosen,,3,39.99,39.99,0.000000,GreenManGaming
2025-02-10,The Elder Scrolls V: Skyrim Special Edition,489830,3,39.99,39.99,0.000000,GreenManGaming
2025-02-10,FINAL FANTASY X/X-2 HD Remaster,359870,3,12.00,29.99,59.986662,GreenManGaming
2025-02-10,Metaphor: ReFantazio,2679460,3,69.99,69.99,0.000000,GreenManGaming
2025-02-10,MONSTER HUNTER RISE,1446780,3,33.99,39.99,15.003751,GreenManGaming
2025-02-10,MONSTER HUNTER: WORLD,582010,3,25.49,29.99,15.005002,GreenManGaming
2025-02-10,NieR Replicant ver.1.22474487139...,1113560,30,28.98,59.99,51.691949,IndieGala
2025-02-10,XCOM 2: War of the Chosen,,30,39.99,39.99,0.000000,IndieGala
2025-02-10,FINAL FANTASY X/X-2 HD Remaster,359870,30,12.98,29.99,56.718906,IndieGala
2025-02-10,Metaphor: ReFantazio,2679460,30,54.19,69.99,22.574654,IndieGala
2025-02-10,MONSTER HUNTER RISE,1446780,30,39.99,39.99,0.000000,IndieGala
2025-02-10,MONSTER HUNTER: WORLD,582010,30,59.99,59.99,0.000000,IndieGala
2025-02-10,NieR Replicant ver.1.22474487139...,1113560,11,59.99,59.99,0.000000,Humble Store
2025-02-10,Persona 5 Royal,1687950,11,59.99,59.99,0.000000,Humble Store
2025-02-10,Persona 3 Reload,2161700,11,69.99,69.99,0.000000,Humble Store
2025-02-10,Persona 4 Golden,1113000,11,19.99,19.99,0.000000,Humble Store
2025-02-10,XCOM 2: War of the Chosen,,11,3.99,39.99,90.022506,Humble Store
2025-02-10,The Elder Scrolls V: Skyrim Special Edition,489830,11,8.00,39.99,79.994999,Humble Store
2025-02-10,FINAL FANTASY X/X-2 HD Remaster,359870,11,29.99,29.99,0.000000,Humble Store
2025-02-10,Metaphor: ReFantazio,2679460,11,69.99,69.99,0.000000,Humble Store
2025-02-10,MONSTER HUNTER RISE,1446780,11,9.99,39.99,75.018755,Humble Store
2025-02-10,MONSTER HUNTER: WORLD,582010,11,9.89,29.99,67.022341,Humble Store
2025-02-10,Persona 5 Royal,1687950,29,24.00,59.99,59.993332,2Game
2025-02-10,Persona 3 Reload,2161700,29,35.00,69.99,49.992856,2Game
2025-02-10,Persona 4 Golden,1113000,29,11.99,19.99,40.020010,2Game
2025-02-10,XCOM 2: War of the Chosen,,29,4.00,39.99,89.997499,2Game
2025-02-10,The Elder Scrolls V: Skyrim Special Edition,489830,29,39.99,39.99,0.000000,2Game
2025-02-10,Metaphor: ReFantazio,2679460,29,44.53,69.99,36.376625,2Game
2025-02-10,MONSTER HUNTER RISE,1446780,29,10.00,39.99,74.993748,2Game
2025-02-10,MONSTER HUNTER: WORLD,582010,29,9.90,29.99,66.988996,2Game
2025-02-10,Persona 5 Royal,1687950,23,34.99,59.99,41.673612,GameBillet
2025-02-10,Persona 3 Reload,2161700,23,61.54,69.99,12.073153,GameBillet
2025-02-10,Persona 4 Golden,1113000,23,17.54,19.99,12.256128,GameBillet
2025-02-10,XCOM 2: War of the Chosen,,23,33.96,39.99,15.078770,GameBillet
2025-02-10,The Elder Scrolls V: Skyrim Special Edition,489830,23,17.99,39.99,55.013753,GameBillet
2025-02-10,Metaphor: ReFantazio,2679460,23,53.89,69.99,23.003286,GameBillet
2025-02-10,MONSTER HUNTER RISE,1446780,23,33.96,39.99,15.078770,GameBillet
2025-02-10,MONSTER HUNTER: WORLD,582010,23,25.19,29.99,16.005335,GameBillet
2025-02-10,Persona 5 Royal,1687950,15,52.79,59.99,12.002000,Fanatical
2025-02-10,Persona 3 Reload,2161700,15,60.89,69.99,13.001857,Fanatical
2025-02-10,Persona 4 Golden,1113000,15,17.99,19.99,10.005003,Fanatical
