Time,title,steamAppID,storeID,price,retailprice,savings,storeName
2025-01-21,NieR: Automata,524220,1,39.99,39.99,0.000000,Steam
2025-01-21,NieR Replicant ver.1.22474487139...,1113560,1,59.99,59.99,0.000000,Steam
2025-01-21,Persona 5 Royal,1687950,1,59.99,59.99,0.000000,Steam
2025-01-21,Persona 3 Reload,2161700,1,69.99,69.99,0.000000,Steam
2025-01-21,Persona 4 Golden,1113000,1,19.99,19.99,0.000000,Steam
2025-01-21,The Elder Scrolls V: Skyrim Special Edition,489830,1,39.99,39.99,0.000000,Steam
2025-01-21,FINAL FANTASY X/X-2 HD Remaster,359870,1,29.99,29.99,0.000000,Steam
2025-01-21,Metaphor: ReFantazio,2679460,1,69.99,69.99,0.000000,Steam
2025-01-21,MONSTER HUNTER RISE,1446780,1,39.99,39.99,0.000000,Steam
2025-01-21,MONSTER HUNTER: WORLD,582010,1,29.99,29.99,0.000000,Steam
2025-01-21,NieR Replicant ver.1.22474487139...,1113560,11,23.99,59.99,60.010002,Humble Store
2025-01-21,Persona 5 Royal,1687950,11,59.99,59.99,0.000000,Humble Store
2025-01-21,Persona 3 Reload,2161700,11,69.99,69.99,0.000000,Humble Store
2025-01-21,Persona 4 Golden,1113000,11,19.99,19.99,0.000000,Humble Store
2025-01-21,XCOM 2: War of the Chosen,,11,39.99,39.99,0.000000,Humble Store
2025-01-21,The Elder Scrolls V: Skyrim Special Edition,489830,11,39.99,39.99,0.000000,Humble Store
2025-01-21,FINAL FANTASY X/X-2 HD Remaster,359870,11,11.99,29.99,60.020007,Humble Store
2025-01-21,Metaphor: ReFantazio,2679460,11,69.99,69.99,0.000000,Humble Store
2025-01-21,MONSTER HUNTER RISE,1446780,11,39.99,39.99,0.000000,Humble Store
2025-01-21,MONSTER HUNTER: WORLD,582010,11,29.99,29.99,0.000000,Humble Store
2025-01-21,NieR Replicant ver.1.22474487139...,1113560,30,28.98,59.99,51.691949,IndieGala
2025-01-21,XCOM 2: War of the Chosen,,30,39.99,39.99,0.000000,IndieGala
2025-01-21,FINAL FANTASY X/X-2 HD Remaster,359870,30,12.98,29.99,56.718906,IndieGala
2025-01-21,MONSTER HUNTER RISE,1446780,30,39.99,39.99,0.000000,IndieGala
2025-01-21,MONSTER HUNTER: WORLD,582010,30,59.99,59.99,0.000000,IndieGala
2025-01-21,NieR Replicant ver.1.22474487139...,1113560,3,59.99,59.99,0.000000,GreenManGaming
2025-01-21,Persona 5 Royal,1687950,3,59.99,59.99,0.000000,GreenManGaming
2025-01-21,Persona 3 Reload,2161700,3,69.99,69.99,0.000000,GreenManGaming
2025-01-21,Persona 4 Golden,1113000,3,19.99,19.99,0.000000,GreenManGaming
2025-01-21,XCOM 2: War of the Chosen,,3,39.99,39.99,0.000000,GreenManGaming
2025-01-21,The Elder Scrolls V: Skyrim Special Edition,489830,3,39.99,39.99,0.000000,GreenManGaming
2025-01-21,FINAL FANTASY X/X-2 HD Remaster,359870,3,29.99,29.99,0.000000,GreenManGaming
2025-01-21,Metaphor: ReFantazio,2679460,3,69.99,69.99,0.000000,GreenManGaming
2025-01-21,MONSTER HUNTER RISE,1446780,3,33.99,39.99,15.003751,GreenManGaming
