Time,title,steamAppID,storeID,price,retailprice,savings,storeName
2025-02-04,NieR: Automata,524220,1,15.99,39.99,60.015004,Steam
2025-02-04,NieR Replicant ver.1.22474487139...,1113560,1,23.99,59.99,60.010002,Steam
2025-02-04,Persona 5 Royal,1687950,1,23.99,59.99,60.010002,Steam
2025-02-04,Persona 3 Reload,2161700,1,34.99,69.99,50.007144,Steam
2025-02-04,Persona 4 Golden,1113000,1,11.99,19.99,40.020010,Steam
2025-02-04,The Elder Scrolls V: Skyrim Special Edition,489830,1,39.99,39.99,0.000000,Steam
2025-02-04,FINAL FANTASY X/X-2 HD Remaster,359870,1,11.99,29.99,60.020007,Steam
2025-02-04,Metaphor: ReFantazio,2679460,1,48.99,69.99,30.004286,Steam
2025-02-04,MONSTER HUNTER RISE,1446780,1,9.99,39.99,75.018755,Steam
2025-02-04,MONSTER HUNTER: WORLD,582010,1,9.89,29.99,67.022341,Steam
2025-02-04,NieR Replicant ver.1.22474487139...,1113560,11,23.99,59.99,60.010002,Humble Store
2025-02-04,Persona 5 Royal,1687950,11,23.99,59.99,60.010002,Humble Store
2025-02-04,Persona 3 Reload,2161700,11,34.99,69.99,50.007144,Humble Store
2025-02-04,Persona 4 Golden,1113000,11,11.99,19.99,40.020010,Humble Store
2025-02-04,XCOM 2: War of the Chosen,,11,3.99,39.99,90.022506,Humble Store
2025-02-04,The Elder Scrolls V: Skyrim Special Edition,489830,11,39.99,39.99,0.000000,Humble Store
2025-02-04,FINAL FANTASY X/X-2 HD Remaster,359870,11,11.99,29.99,60.020007,Humble Store
2025-02-04,Metaphor: ReFantazio,2679460,11,48.99,69.99,30.004286,Humble Store
2025-02-04,MONSTER HUNTER RISE,1446780,11,9.99,39.99,75.018755,Humble Store
2025-02-04,MONSTER HUNTER: WORLD,582010,11,9.89,29.99,67.022341,Humble Store
2025-02-04,NieR Replicant ver.1.22474487139...,1113560,30,28.98,59.99,51.691949,IndieGala
2025-02-04,XCOM 2: War of the Chosen,,30,39.99,39.99,0.000000,IndieGala
2025-02-04,FINAL FANTASY X/X-2 HD Remaster,359870,30,12.98,29.99,56.718906,IndieGala
2025-02-04,Metaphor: ReFantazio,2679460,30,54.19,69.99,22.574654,IndieGala
2025-02-04,MONSTER HUNTER RISE,1446780,30,39.99,39.99,0.000000,IndieGala
2025-02-04,MONSTER HUNTER: WORLD,582010,30,59.99,59.99,0.000000,IndieGala
2025-02-04,NieR Replicant ver.1.22474487139...,1113560,3,59.99,59.99,0.000000,GreenManGaming
2025-02-04,Persona 5 Royal,1687950,3,21.60,59.99,63.993999,GreenManGaming
2025-02-04,Persona 3 Reload,2161700,3,31.50,69.99,54.993571,GreenManGaming
2025-02-04,Persona 4 Golden,1113000,3,10.79,19.99,46.023012,GreenManGaming
2025-02-04,XCOM 2: War of the Chosen,,3,39.99,39.99,0.000000,GreenManGaming
2025-02-04,The Elder Scrolls V: Skyrim Special Edition,489830,3,39.99,39.99,0.000000,GreenManGaming
2025-02-04,FINAL FANTASY X/X-2 HD Remaster,359870,3,29.99,29.99,0.000000,GreenManGaming
2025-02-04,Metaphor: ReFantazio,2679460,3,44.09,69.99,37.005286,GreenManGaming
2025-02-04,MONSTER HUNTER RISE,1446780,3,8.50,39.99,78.744686,GreenManGaming
2025-02-04,MONSTER HUNTER: WORLD,582010,3,8.42,29.99,71.923975,GreenManGaming
2025-02-04,Persona 5 Royal,1687950,23,21.11,59.99,64.810802,GameBillet
2025-02-04,Persona 3 Reload,2161700,23,30.79,69.99,56.008001,GameBillet
2025-02-04,Persona 4 Golden,1113000,23,10.47,19.99,47.623812,GameBillet
2025-02-04,XCOM 2: War of the Chosen,,23,33.96,39.99,15.078770,GameBillet
2025-02-04,The Elder Scrolls V: Skyrim Special Edition,489830,23,17.99,39.99,55.013753,GameBillet
2025-02-04,Metaphor: ReFantazio,2679460,23,41.40,69.99,40.848693,GameBillet
2025-02-04,MONSTER HUNTER RISE,1446780,23,7.64,39.99,80.895224,GameBillet
2025-02-04,MONSTER HUNTER: WORLD,582010,23,7.89,29.99,73.691230,GameBillet
2025-02-04,Persona 5 Royal,1687950,33,21.12,59.99,64.794132,DLGamer
2025-02-04,Persona 3 Reload,2161700,33,30.80,69.99,55.993713,DLGamer
2025-02-04,Persona 4 Golden,1113000,33,10.59,19.99,47.023512,DLGamer
2025-02-04,Metaphor: ReFantazio,2679460,33,43.39,69.99,38.005429,DLGamer
2025-02-04,Persona 5 Royal,1687950,21,22.49,59.99,62.510418,WinGameStore
2025-02-04,Persona 3 Reload,2161700,21,32.99,69.99,52.864695,WinGameStore
2025-02-04,Persona 4 Golden,1113000,21,11.49,19.99,42.521261,WinGameStore
2025-02-04,XCOM 2: War of the Chosen,,21,3.99,39.99,90.022506,WinGameStore
2025-02-04,The Elder Scrolls V: Skyrim Special Edition,489830,21,35.99,39.99,10.002501,WinGameStore
2025-02-04,Metaphor: ReFantazio,2679460,21,44.99,69.99,35.719388,WinGameStore
2025-02-04,MONSTER HUNTER RISE,1446780,21,9.09,59.99,84.847475,WinGameStore
2025-02-04,MONSTER HUNTER: WORLD,582010,21,9.89,29.99,67.022341,WinGameStore
2025-02-04,Persona 5 Royal,1687950,27,22.99,59.99,61.676946,Gamesplanet
2025-02-04,Persona 3 Reload,2161700,27,32.99,69.99,52.864695,Gamesplanet
2025-02-04,Persona 4 Golden,1113000,27,11.49,19.99,42.521261,Gamesplanet
2025-02-04,XCOM 2: War of the Chosen,,27,3.99,39.99,90.022506,Gamesplanet
2025-02-04,The Elder Scrolls V: Skyrim Special Edition,489830,27,35.99,39.99,10.002501,Gamesplanet
2025-02-04,Metaphor: ReFantazio,2679460,27,45.99,69.99,34.290613,Gamesplanet
2025-02-04,MONSTER HUNTER RISE,1446780,27,7.75,39.99,80.620155,Gamesplanet
