Time,title,steamAppID,storeID,price,retailprice,savings,storeName
2025-01-25,NieR: Automata,524220,1,39.99,39.99,0.000000,Steam
2025-01-25,NieR Replicant ver.1.22474487139...,1113560,1,59.99,59.99,0.000000,Steam
2025-01-25,Persona 5 Royal,1687950,1,23.99,59.99,60.010002,Steam
2025-01-25,Persona 3 Reload,2161700,1,34.99,69.99,50.007144,Steam
2025-01-25,Persona 4 Golden,1113000,1,11.99,19.99,40.020010,Steam
2025-01-25,The Elder Scrolls V: Skyrim Special Edition,489830,1,39.99,39.99,0.000000,Steam
2025-01-25,FINAL FANTASY X/X-2 HD Remaster,359870,1,29.99,29.99,0.000000,Steam
2025-01-25,Metaphor: ReFantazio,2679460,1,48.99,69.99,30.004286,Steam
2025-01-25,MONSTER HUNTER RISE,1446780,1,39.99,39.99,0.000000,Steam
2025-01-25,MONSTER HUNTER: WORLD,582010,1,29.99,29.99,0.000000,Steam
2025-01-25,NieR Replicant ver.1.22474487139...,1113560,11,23.99,59.99,60.010002,Humble Store
2025-01-25,Persona 5 Royal,1687950,11,23.99,59.99,60.010002,Humble Store
2025-01-25,Persona 3 Reload,2161700,11,34.99,69.99,50.007144,Humble Store
2025-01-25,Persona 4 Golden,1113000,11,11.99,19.99,40.020010,Humble Store
2025-01-25,XCOM 2: War of the Chosen,,11,39.99,39.99,0.000000,Humble Store
2025-01-25,The Elder Scrolls V: Skyrim Special Edition,489830,11,9.99,39.99,75.018755,Humble Store
2025-01-25,FINAL FANTASY X/X-2 HD Remaster,359870,11,11.99,29.99,60.020007,Humble Store
2025-01-25,Metaphor: ReFantazio,2679460,11,48.99,69.99,30.004286,Humble Store
2025-01-25,MONSTER HUNTER RISE,1446780,11,39.99,39.99,0.000000,Humble Store
2025-01-25,MONSTER HUNTER: WORLD,582010,11,29.99,29.99,0.000000,Humble Store
2025-01-25,NieR Replicant ver.1.22474487139...,1113560,30,28.98,59.99,51.691949,IndieGala
2025-01-25,XCOM 2: War of the Chosen,,30,3.59,39.99,91.022756,IndieGala
2025-01-25,FINAL FANTASY X/X-2 HD Remaster,359870,30,12.98,29.99,56.718906,IndieGala
2025-01-25,MONSTER HUNTER RISE,1446780,30,9.49,39.99,76.269067,IndieGala
2025-01-25,MONSTER HUNTER: WORLD,582010,30,59.99,59.99,0.000000,IndieGala
2025-01-25,NieR Replicant ver.1.22474487139...,1113560,3,59.99,59.99,0.000000,GreenManGaming
2025-01-25,Persona 5 Royal,1687950,3,21.60,59.99,63.993999,GreenManGaming
2025-01-25,Persona 3 Reload,2161700,3,31.50,69.99,54.993571,GreenManGaming
2025-01-25,Persona 4 Golden,1113000,3,10.79,19.99,46.023012,GreenManGaming
2025-01-25,XCOM 2: War of the Chosen,,3,39.99,39.99,0.000000,GreenManGaming
2025-01-25,The Elder Scrolls V: Skyrim Special Edition,489830,3,39.99,39.99,0.000000,GreenManGaming
2025-01-25,FINAL FANTASY X/X-2 HD Remaster,359870,3,29.99,29.99,0.000000,GreenManGaming
2025-01-25,Metaphor: ReFantazio,2679460,3,44.09,69.99,37.005286,GreenManGaming
2025-01-25,MONSTER HUNTER RISE,1446780,3,33.99,39.99,15.003751,GreenManGaming
2025-01-25,MONSTER HUNTER: WORLD,582010,3,25.49,29.99,15.005002,GreenManGaming
2025-01-25,Persona 5 Royal,1687950,23,21.47,59.99,64.210702,GameBillet
2025-01-25,Persona 3 Reload,2161700,23,31.32,69.99,55.250750,GameBillet
2025-01-25,Persona 4 Golden,1113000,23,10.73,19.99,46.323162,GameBillet
2025-01-25,XCOM 2: War of the Chosen,,23,3.57,39.99,91.072768,GameBillet
