Time,title,steamAppID,storeID,price,retailprice,savings,storeName
2025-01-23,MONSTER HUNTER RISE,1446780,21,36.99,59.99,38.339723,WinGameStore
2025-01-23,MONSTER HUNTER: WORLD,582010,21,26.49,29.99,11.670557,WinGameStore
2025-01-23,Persona 5 Royal,1687950,29,59.99,59.99,0.000000,2Game
2025-01-23,Persona 3 Reload,2161700,29,69.99,69.99,0.000000,2Game
2025-01-23,Persona 4 Golden,1113000,29,19.99,19.99,0.000000,2Game
2025-01-23,XCOM 2: War of the Chosen,,29,39.99,39.99,0.000000,2Game
2025-01-23,The Elder Scrolls V: Skyrim Special Edition,489830,29,39.99,39.99,0.000000,2Game
2025-01-23,Metaphor: ReFantazio,2679460,29,63.62,69.99,9.101300,2Game
2025-01-23,MONSTER HUNTER RISE,1446780,29,39.99,39.99,0.000000,2Game
2025-01-23,MONSTER HUNTER: WORLD,582010,29,29.99,29.99,0.000000,2Game
2025-01-23,XCOM 2: War of the Chosen,,34,3.60,39.99,90.997749,Noctre
2025-01-23,MONSTER HUNTER RISE,1446780,34,39.99,39.99,0.000000,Noctre
2025-01-23,MONSTER HUNTER: WORLD,582010,34,29.99,29.99,0.000000,Noctre
2025-01-23,XCOM 2: War of the Chosen,,2,4.00,39.99,89.997499,GamersGate
2025-01-23,MONSTER HUNTER RISE,1446780,2,39.99,39.99,0.000000,GamersGate
2025-01-23,MONSTER HUNTER: WORLD,582010,2,29.99,29.99,0.000000,GamersGate
2025-01-23,XCOM 2: War of the Chosen,,24,4.00,39.99,89.997499,Voidu
2025-01-23,MONSTER HUNTER RISE,1446780,24,10.00,39.99,74.993748,Voidu
2025-01-23,MONSTER HUNTER: WORLD,582010,24,9.90,29.99,66.988996,Voidu
2025-01-23,XCOM 2: War of the Chosen,,7,39.99,39.99,0.000000,GOG
2025-01-23,The Elder Scrolls V: Skyrim Special Edition,489830,7,39.99,39.99,0.000000,GOG
2025-01-23,XCOM 2: War of the Chosen,,28,39.99,39.99,0.000000,Gamesload
2025-01-23,MONSTER HUNTER RISE,1446780,28,10.00,39.99,74.993748,Gamesload
2025-01-23,MONSTER HUNTER: WORLD,582010,28,9.90,29.99,66.988996,Gamesload
2025-01-23,The Elder Scrolls V: Skyrim Special Edition,489830,25,39.99,39.99,0.000000,Epic Games Store
